4	3.0	3.0	1.00	5.0
5	11.0	11.0	1.00	4.0
6	5.0	5.0	1.00	5.0
7	4.0	4.0	1.00	5.0
8	11.0	11.0	1.00	5.0
9	7.0	7.0	1.00	4.0
10	6.0	6.0	1.00	4.0
11	3.0	3.0	1.00	5.0
12	4.0	4.0	1.00	4.0
13	7.0	7.0	1.00	5.0
14	5.0	5.0	1.00	4.0
15	17.0	17.0	1.00	5.0
16	12.0	12.0	1.00	5.0
17	12.0	23.0	1.92	4.0
18	13.0	13.0	1.00	5.0
19	15.0	28.0	1.87	5.0
20	12.0	12.0	1.00	5.0
